QID|NUTSID|SJOID|LWVattenID|LW_UUID|nodeLabel|VYNAMN|LW_PopNamn
Q106708369|SE0110140000001345|656875-159257|WA15383399|58A786B9-0345-4EE9-A62D-3A0837ED26D4|badplats Sundsviksbadet|Turingen|61000_Turingen_(17.44,59.22)
Q56301944|SE0110140000001347|656206-159170|WA84246238|17B1C7E9-6998-4ABA-A4C2-DB9EE5EDFBAE|Lövnäsbadet|Yngern|61000_Yngern_(17.42,59.13)
Q106708866|SE0220480000002080|653193-156015|WA31009548|6C6C0EB5-4189-4B19-B7CD-02D3B7F01C25|badplats Lidsjön, Edstorpsbadet|Lidsjön|65000_Lidsjön_(16.87,58.89)
Q106708865|SE0220480000002079|653531-158389|WA40216226|8B606D14-3E8E-4EFB-BBF7-4E1212031AB0|Likstammens badplats|Likstammen|64000_Likstammen_(17.21,58.96)
Q106708870|SE0220480000002084|651243-153593|WA32608024|113C5788-0670-4C70-9C71-AEBAD941C3CE|Stavsjöbadet|Stavsjön|66000_Stavsjön_(16.42,58.73)
Q106708871|SE0220480000002085|651083-154599|WA49628890|72FA70DC-4899-4516-B8B0-D4AC58A50224|Bålsjöbadet|Bålsjön|66000_Bålsjön_(16.62,58.71)
Q106708868|SE0220480000002082|653034-154584|WA99500224|6EE055A6-5A2F-4F12-B7D4-35AC992F29FB|Harhålets badplats|Yngaren|65000_Yngaren_(16.61,58.82)
Q106708869|SE0220480000002083|651623-155129|WA81425045|8AFF2CC9-841B-49AD-9ABF-F49870F5E5DE|Rinkebybadet|Rinkebysjön|66000_Rinkebysjön_(16.69,58.77)
Q106708937|SE0220480000002212|653034-154584|WA99500224|6EE055A6-5A2F-4F12-B7D4-35AC992F29FB|Bärstabadet|Yngaren|65000_Yngaren_(16.61,58.82)
Q106708940|SE0220480000002217|653193-156684|WA69532307|2E806D30-2208-453F-A576-FEAC569E19D7|Ånstabadet|Glottran|64000_Glottran_(16.97,58.9)
Q106712004|SE0220480000004354|653707-156202|WA18240221|8F42E1C1-F936-4566-BB33-ADAFF4D0B67D|Sibrobadet|Båven|65000_Båven_(16.89,59)
Q106712098|SE0220480000004481|652364-156455|WA81172707|B4D2A9D6-4DF7-4F35-9A2E-781373749743|badplats Hopen, Husby Oppunda|Långhalsen-Norra|65000_Långhalsen-Södra_(16.77,58.84)
Q106708887|SE0110192000002128|654353-162104|WA27482061|8283B9BF-6798-46EA-A593-AB9426AEF523|badplats Muskan|Muskan|62063_Muskan_(17.89,59.01)
Q106708888|SE0110192000002133|655284-161919|WA78000998|3AEB540B-48C6-48B4-9D71-ABC49D169AB7|badplats Grindsjön|Grindsjön|62063_Grindsjön_(17.87,59.09)
Q106708843|SE0910682000002005|637788-143448|WA98845090|3B17F2FC-044D-49BB-B56F-35F1700B810A|badplats Storesjön, Grimstorps badpl.|Storesjön|74000_Storesjön_(14.69,57.54)
Q106708846|SE0910682000002012|638280-144298|WA83907305|D267E032-E69F-4B26-BC07-3892746D861F|badplats Nömmen, Stensjöns badpl.|Nömmen|74000_Nömmen_(14.85,57.53)
Q106708844|SE0910682000002006|637788-143448|WA98845090|3B17F2FC-044D-49BB-B56F-35F1700B810A|badplats Storesjön, Vareviksbadet|Storesjön|74000_Storesjön_(14.69,57.54)
Q106708845|SE0910682000002010|639151-143386|WA19669776|729A0B85-5103-471F-BBA1-AE178B79896C|badplats Handskerydssjön,AdelaUdde|Handskerydsjön|67000_Handskerydsjön_(14.7,57.64)
Q106708850|SE0910682000002032|638890-143910|WA30844397|103CAA7A-C647-455D-B7DA-3C87D4961366|Gisshultsbadet|Gisshultasjön|74000_Gisshultasjön_(14.79,57.62)
Q106708851|SE0910682000002033|639366-144159|WA24684259|81663F6C-30C9-4F59-AF60-F893857DEAFE|badplats Sjunnarydssjön Ormaryds badpl.|Sjunnarydssjön|67000_Sjunnarydssjön_(14.82,57.65)
Q106708848|SE0910682000002014|637266-143824|WA95263554|BE0AAC82-E4A7-4955-A7A5-C83EC29AFC47|badplats Uppsjön, Sandsjöbadet|Uppsjön|74000_Uppsjön_(14.76,57.47)
Q106708849|SE0910682000002022|638819-142813|WA23521882|8296F071-585E-459C-B2E5-41ED97C01ABB|badplats Fredriksdalssjön,Fr.d. badpl.|Fredriksdalasjön|67000_Fredriksdalasjön_(14.61,57.6)
Q106708854|SE0910682000002050|638147-142329|WA36840434|F55C467C-E96A-4957-B98E-F0147A816156|badplats Klappasjön, Klappabadet|Klappasjön|98000_Klappasjön_(14.52,57.55)
Q106708855|SE0910682000002054|640044-142202|WA64342324|BB293533-F64C-4366-86AB-B16B6EDC482F|badplats Storsjön, Forserums badpl.|Storsjön|67000_Storsjön_(14.49,57.72)
Q106708852|SE0910682000002035|639920-144373|WA82915390|96AA7636-5EFB-41BD-8DE5-72AF19C92321|badplats Älmeshultasjön,Älmeshultabadet|Älmeshultasjön|67000_Älmeshultasjön_(14.87,57.71)
Q106708859|SE0910682000002059|640103-144811|WA44492174|F2A8D502-E8B7-4DD7-A743-69BED3FD0863|badplats Rosjön, Skullaryds badpl.|Rosjön|74000_Rosjön_(14.92,57.75)
Q106708856|SE0910682000002055|640243-143249|WA88919274|5E54547E-5C05-4C2F-8CEE-3FE551C281E0|badplats Hästsjön, Ekerydsbadet|Hästsjön|67000_Hästsjön_(14.69,57.73)
Q106708860|SE0910682000002062|641149-144106|WA15523215|10299CCA-E25C-4694-B7F8-ACD619D6837C|Anebysjöns badplats, Flisby badpl.|Anebysjön|67000_Anebysjön_(14.81,57.8)
Q106708861|SE0910682000002065|639848-142480|WA26801457|95D0D0C5-D4F2-4677-9003-5E09FB8A3273|badplats Dundersjön, Ängs badpl.|Dundersjön|67000_Dundersjön_(14.55,57.7)
Q106709350|SE0632101000002771|676889-155136|WA16528800|A9B7C1E8-7052-4436-B374-3CA4750CC741|badplats Lingbo lägergård|Lingan|50000_Lingan_(16.71,61.03)
Q106709348|SE0632101000002769|675340-154967|WA31948680|1A42BC24-25FA-482C-ABDB-277F8189FE78|badplats Sjöbacken|Bysjön|51000_Bysjön_(16.7,60.9)
Q106709354|SE0632101000002775|674038-155024|WA42797049|ECD1108B-3E04-4E91-94FB-5574026A1C51|badplats Medskogssjön|Stora Medskogssjön|52000_Stora Medskogssjön_(16.73,60.78)
Q106709355|SE0632101000002776|675984-152444|WA15945424|CEE74515-787F-4775-8C35-C13986AC89F6|badplats Sidsjön|Sidsjön|51000_Sidsjön_(16.26,60.95)
Q106711914|SE0632101000004097|674641-155686|WA26296969|A57D438F-0053-4441-ACB9-B5D56192C316|badplats Kolforsen|Fjärden|51000_Fjärden_(16.84,60.82)
Q106711913|SE0632101000004092|674761-154550|WA12056197|E5CF97A1-E30C-4C40-AD46-C202C75AEB87|badplats Mångeln, Öfre Mångeln|Mångeln|51000_Mångeln_(16.62,60.85)
Q106711975|SE0632101000004291|675163-154664|WA30399426|B6A90A2B-5386-4B34-877A-7118C0547BCB|badplats Rännsjön|Liss-Rännsjön|51000_Liss-Rännsjön_(16.67,60.88)
Q106711978|SE0632101000004292|675166-155894|WA37299701|1BB0AC1D-7AFC-4B0E-9F12-48B0A9BF78AC|badplats Vittersjö|Vittersjön|50000_Vittersjön_(16.9,60.86)
Q106707075|SE0411060000000273|623654-142634|WA24871097|53BACD6B-D85E-475F-8D7D-0F439548A0DE|Orlundens badplats|Orlunden|86087_Orlunden_(14.6,56.27)
Q106707078|SE0411060000000274|624784-142508|WA58105866|561DA5B7-E019-4038-BD0B-E9A813F52B55|badplats Södersjön|Södersjön|87000_Södersjön_(14.6,56.35)
Q106707079|SE0411060000000276|623955-141956|WA90474821|076B3A64-F1FE-420E-ABD0-345723B87831|badplats Halen|Halen|87000_Halen_(14.48,56.27)
Q106707081|SE0411060000000278|623757-142178|WA10060611|D0D6DB34-BA8F-4739-928A-CC58973262DD|badplats Stora Oredssjön|Stora Orsjön|87000_Stora Orsjön_(14.54,56.26)
Q106709283|SE0622034000002692|676721-143364|WA40066995|C8E5D985-08C0-4803-A998-6C6CDA9C2F48|badplats Orsasjön, Strandbadet|Orsasjön|53000_Orsasjön_(14.55,61.08)
Q106638543|SE0441273000000002|624815-138826|WA38217597|23591D36-471C-469F-95AA-59017FBEB30C|Osbysjön, Ebbarps camping|Osbysjön|88000_Osbysjön_(13.98,56.35)
Q106638548|SE0441273000004182|624815-138826|WA38217597|23591D36-471C-469F-95AA-59017FBEB30C|Spegeldammen|Osbysjön|88000_Osbysjön_(13.98,56.35)
Q106638715|SE0441273000000003|625269-140569|WA81733783|DC52B814-909B-4FA8-8304-9232D89E398D|Hjärtasjöbadet|Hjärtasjön|87000_Hjärtasjön_(14.28,56.4)
Q106638749|SE0441273000000001|625683-137417|WA84078133|032CDDA1-A949-40EF-B712-9DD9CB4D4595|badplats Vesljungasjön|Vesljungasjön|88000_Vesljungasjön_(13.76,56.42)
Q106712043|SE0441273000004400|625087-141142|WA56063993|5FA9B96A-24EF-4C26-904C-03DE09B4BB0D|badplats Ubbasjön|Ubbasjön|87000_Ubbasjön_(14.38,56.38)
Q106692957|SE0411060000000275|624821-142167|WA51333679|D40E8054-5160-44C1-A02F-015A4D11AD85|Slagesnässjöns badplats|Slagesnässjön|87000_Slagesnässjön_(14.54,56.36)
Q106708810|SE0930882000001951|635637-152669|WA28080730|ECF0789F-A938-4B96-9BF5-5240F57B21EE|Björnhults badplats|Storbrå|73000_Storbrå_(16.24,57.33)
Q106708808|SE0930882000001949|634838-151454|WA64072316|E937894F-87FD-40DF-9212-8DD17A02FC3B|Bockaras badplats|Hagasjön|74000_Hagasjön_(16.05,57.27)
Q106708814|SE0930882000001954|634736-153054|WA79503342|60250A94-1641-4D77-8C32-7C1BC694AE8F|badplats Forshult|Forshultesjön|74000_Forshultesjön_(16.32,57.25)
Q106708815|SE0930882000001955|637433-154830|WA77591315|8AD3CAD1-BAE0-4224-8996-31384773F833|badplats Götemaren|Götemar|72073_Götemar_(16.6,57.48)
Q106708813|SE0930882000001953|635988-153978|WA13933135|F56B6A5C-1950-4A15-A85E-E2E36F2E1645|badplats Fårbosjön|Fårbosjön|73000_Fårbosjön_(16.48,57.37)
Q106708818|SE0930882000001958|637229-152919|WA38149767|5722DC8B-26FA-4BDE-92DB-08AAF13A4A40|badplats Ishult|Issjön|72000_Issjön_(16.29,57.47)
Q106708822|SE0930882000001967|635865-152228|WA10322670|39A0C21E-810F-4B28-A9BC-13FAC78FB730|badplats Saxtorp|Bråhultesjön|73000_Bråhultesjön_(16.17,57.36)
Q106708821|SE0930882000001965|636162-152826|WA30571059|69989637-1462-41BD-AB47-A88691E5DEE5|badplats Råssvik|Hummeln|73000_Hummeln_(16.25,57.37)
Q106709307|SE0632121000002713|680334-151461|WA65641381|56D3586C-E0DB-41FE-8636-5A8C599AEE49|badplats Kyrktjärn, Nabban|Kyrktjärn|48000_Kyrktjärn_(16.07,61.34)
Q106709311|SE0632121000002718|680030-150578|WA89979710|55590834-441B-488B-AE96-25665E339523|badplats Lössnan, Grängsbo bygdegård|Lössnan|48000_Lössnan_(15.89,61.32)
Q106709308|SE0632121000002714|681440-152330|WA40133008|BB15FF2E-0C3F-4CAE-BC11-E01E44BC9723|badplats Galven, bygdegården|Galvsjön|48000_Galvsjön_(16.19,61.45)
Q106709309|SE0632121000002716|680571-148272|WA85515220|710C53BA-ED46-4E7E-825A-C8EF18D38830|badplats Övre Hammaren, Voxnabruk|Övre Hammardammen|48000_Övre Hammardammen_(15.47,61.37)
Q106709314|SE0632121000002720|680187-150795|WA35379212|9849B7EB-9E09-4FB6-AEC7-122EF1120413|badplats Grängen, Grängsbo|Grängen|48000_Grängen_(15.95,61.33)
Q106711063|SE0632121000003620|679363-150312|WA87275929|042F3BCF-6226-49B2-A0A4-A4A234D1DF28|badplats Mållången, Skräddrabonäset|Mållången|48000_Mållången_(15.81,61.19)
Q106711857|SE0632121000003969|677005-149912|WA63819731|10408A92-0131-41A0-9628-3BBCB4502CAA|badplats Hämmen, Svabensverk|Hämmen|53000_Aborrtjärnen_(15.79,61.03)
Q106712302|SE0632121000005759|681895-150253|WA61457723|3FD2AA57-8DEE-415A-8FE6-725F428AE6CB|badplats Ryggesbo, Mörtsjön|Mörtsjön|48000_Mörtsjön_(15.84,61.49)
Q106712303|SE0632121000005760|681138-149601|WA25557461|AFE06150-B45C-44E7-86D7-9566C86592F5|badplats Timsbo, Timssjön|Timssjön|48000_Timssjön_(15.72,61.42)
Q106712150|SE0632121000004694|680476-151816|WA39300948|21F04FC7-0D89-42BB-9AB3-AFC5F5615D4D|badplats Norrsjön, Norrby|Norrsjön|48000_Norrsjön_(16.13,61.37)
Q106712164|SE0632121000004695|680476-151816|WA39300948|21F04FC7-0D89-42BB-9AB3-AFC5F5615D4D|badplats Voxnan, Runemo|Norrsjön|48000_Norrsjön_(16.13,61.37)
Q106710446|SE0822521000003339|744337-182051|WA89172332|20519A92-D483-4303-A961-8D787013C6DB|badplats Kauhajärvi|Kauhajärvi|4000_Kauhajärvi_(23.14,66.92)
Q106710445|SE0822521000003338|745313-183055|WA64545179|10A41548-A3E7-4DC3-9A13-1AD30988CBB7|badplats Pentäsjärvi|Pentäsjärvi|1000_Pentäsjärvi_(23.37,67.01)
Q106706967|SE0A21402000000093|640873-128461|WA56167263|467ACD04-FD76-467F-8918-37CE2C2B38EF|Humlebadet, Bryggan|Aspen|108000_Aspen_(12.24,57.76)
Q106706968|SE0A21402000000095|640421-128188|WA74251478|40E85C32-B5ED-4F38-A93C-1311E9809E7D|badplats Kåsjön, barnbryggan|Stora Kåsjön|108000_Stora Kåsjön_(12.13,57.71)
Q106706969|SE0A21402000000096|640421-128188|WA74251478|40E85C32-B5ED-4F38-A93C-1311E9809E7D|badplats Kåsjön, Hopptorn|Stora Kåsjön|108000_Stora Kåsjön_(12.13,57.71)
Q106706972|SE0A21402000000098|640164-127987|WA69782009|5274AEFC-227D-4600-AAD5-DEFD620A2C8A|badplats Stora Hålsjön|Stora Hålsjön|108000_Stora Hålsjön_(12.12,57.69)
Q106706943|SE0441275000000043|623753-134869|WA37245458|09F95805-7CBD-473A-93C1-6DCD74743B60|Bälingesjöns badplats|Bälingesjön|96000_Bälingesjön_(13.37,56.25)
Q106709325|SE0822581000002736|728484-171953|WA68512395|60FCBF7D-47E4-49C7-9149-0454F4470A9C|Bastaträsket badplats, Storsund|Bastaträsket|13000_Bastaträsket_(20.6,65.58)
Q106709330|SE0822581000002741|725567-175404|WA74731900|2159F6D4-931A-4E14-AD1A-DC85F22D08DE|badplats Lidträsket, Svensbyn|Lidträsket|13000_Lidträsket_(21.26,65.3)
Q106709331|SE0822581000002742|728095-175926|WA90190526|7D04E1D4-F68C-46CF-9332-6D3C89E675B7|badplats Brännträsket, Sjulsmark|Brännträsket|11000_Brännträsket_(21.4,65.53)
Q106709329|SE0822581000002740|727199-176491|WA41958521|4DF57805-83E6-417B-90C8-E5703FDC79A1|badplats Harrträsket, Norrfjärden|Harrträsket|11012_Harrträsket_(21.51,65.45)
Q106709336|SE0822581000002754|727511-171546|WA76728664|024E4341-FD7F-4489-9D83-761FE3E05D42|badplats Kolerträsket, Koler|Kolerträsket|13000_Kolerträsket_(20.48,65.5)
Q106709337|SE0822581000002757|724790-175608|WA21236293|0734C1BC-54BE-4691-8734-F2D314C745FC|badplats Gåssjön, Hemmingsmark|Gåssjön|16000_Gåssjön_(21.29,65.23)
Q106709342|SE0822581000002762|726738-168723|WA35063317|ACC23843-F997-4F53-B678-561F7ABD21F4|badplats Gråträsk|Gråträsket|18000_Gråträsket_(19.84,65.47)
Q106709341|SE0822581000002761|726070-794226|WA82316993|DD64463C-8C30-4DB0-8DA1-D0A47BEDCB86|badplats Hamnviken, Öjebyn|Svenbyfjärden|13000_Svenbyfjärden_(21.33,65.34)
Q106709344|SE0822581000002765|725046-175516|WA86357407|8B6D8D3A-3835-425F-A90D-138310014004|badplats Hemträsket, Blåsmark|Hemträsket|13000_Hemträsket_(21.28,65.26)
Q106711310|SE0822581000003692|726070-794226|WA82316993|DD64463C-8C30-4DB0-8DA1-D0A47BEDCB86|badplats Kullen, Öjebyn|Svenbyfjärden|13000_Svenbyfjärden_(21.33,65.34)
Q106656179|SE0940980000000230|640431-166731|WA71613489|BDD97A01-74CD-4A7F-BC6B-58BAD2DEE4C2|badplats Tingstäde träsk|Tingstädeträsk|118117_Tingstädeträsk_(18.63,57.73)
Q106669938|SE0940980000000266|636053-166363|WA43113651|76CD147F-4158-4ED1-9104-8018CEBE1BB8|badplats Sigvalde träsk|Sigvaldeträsk|117118_Sigvaldeträsk_(18.53,57.34)
Q106670012|SE0940980000000266|636053-166363|WA43113651|76CD147F-4158-4ED1-9104-8018CEBE1BB8|badplats Herta|Sigvaldeträsk|117118_Sigvaldeträsk_(18.53,57.34)
Q106709997|SE0812409000003122|713404-172465|WA28784510|A84B480A-234E-45FA-A280-04B6777E1CF9|Bjännsjöns badplats|Bjännsjön|25000_Bjännsjön_(20.43,64.24)
Q106707035|SE0411081000000160|624417-146914|WA44276643|317FBC0A-9225-4CB4-A9D1-90FBF53C0C4D|badplats Mollsjön|Mållsjön|82000_Mållsjön_(15.32,56.32)
Q106707032|SE0411081000000158|624962-144889|WA73408234|2049165B-3A47-4B4A-ADEB-2AB2BF66858C|badplats Galtsjön|Lilla Galtsjön|84085_Lilla Galtsjön_(14.98,56.37)
Q106707033|SE0411081000000159|623051-146539|WA24018671|744D8FC7-E590-417E-A20A-2EECBAEDB6F7|badplats Härstorpssjön|Härstorpssjön|82083_Härstorpssjön_(15.25,56.21)
Q106707038|SE0411081000000163|625865-147376|WA98078791|2D1819F6-61A9-4E1B-BC74-4A0D0263B852|badplats Åsjön|Södra Åsjön|81000_Södra Åsjön_(15.38,56.46)
Q106707036|SE0411081000000161|623689-145806|WA38840879|01228C76-71BC-4D6A-849C-3D3F77B652BD|badplats Röabysjön|Rödbysjön|84000_Rödbysjön_(15.13,56.26)
Q106709564|SE0622031000002951|675583-146710|WA88412264|8491E60D-AB21-4CA1-9C40-851776689B17|badplats Nedre Gärdsjö|Gärdsjön|53000_Gärdsjön_(15.21,60.93)
Q106709575|SE0622031000002966|673490-145597|WA71688194|C555C578-5E01-4B75-94F5-0F5A9C8C9321|badplats Siljan, Vikarbybadet|Siljan|53000_Siljan_(14.78,60.87)
Q106709572|SE0622031000002963|673490-145597|WA71688194|C555C578-5E01-4B75-94F5-0F5A9C8C9321|badplats Siljansbadet, campingen|Siljan|53000_Siljan_(14.78,60.87)
Q106709573|SE0622031000002964|673490-145597|WA71688194|C555C578-5E01-4B75-94F5-0F5A9C8C9321|badplats Siljan, Stiftsgården|Siljan|53000_Siljan_(14.78,60.87)
Q106709577|SE0622031000002972|676898-146766|WA24190060|A30582C5-7F4D-4DE4-925E-F8A555A95DFA|badplats Sinksjöbadet|Sinksjön|53000_Sinksjön_(15.21,61.04)
Q106712320|SE0622031000006079|675872-148547|WA29563977|E72DA484-C500-4D37-B120-F6537F7A851C|badplats Ljugaren, Born|Ljugaren|53000_Bruksdammen_(15.41,60.99)
Q106712086|SE0622031000004469|673490-145597|WA71688194|C555C578-5E01-4B75-94F5-0F5A9C8C9321|badplats Siljan, Helsingland|Siljan|53000_Siljan_(14.78,60.87)
Q106712254|SE0622031000005258|675758-146146|WA29352971|E517E6BC-4BC9-42FC-8C11-97187DBFAEFE|Glistjärns badplats|Bysjön|53000_Bysjön_(15.1,60.93)
Q106712253|SE0622031000005255|678352-146393|WA77219007|6F8E5DA4-4B95-4034-86A1-A20571614C36|badplats Oresjön, Svartviksbadet|Oresjön|53000_Oresjön_(15.16,61.15)
Q106710181|SE0251981000003254|664416-153289|WA55176357|CA2ED8F6-FA14-4B96-B275-A76B60074FF1|badplats Stävrebadet|Stavresjön|61000_Stavresjön_(16.4,59.92)
Q106710186|SE0251981000003258|664564-154264|WA13760962|49AB25EB-1E01-468C-9182-BB4BECCB67B4|badplats Långforsen, Måns Ols badet|Långforsen|61000_Långforsen_(16.55,59.94)
Q106710187|SE0251981000003259|664564-154264|WA13760962|49AB25EB-1E01-468C-9182-BB4BECCB67B4|badplats Långforsen, Skuggans bad|Långforsen|61000_Långforsen_(16.55,59.94)
Q106710185|SE0251981000003256|665585-154826|WA79795412|2A24FA5C-AA2C-4D00-A884-9BDD72AE75E3|badplats Hillingen|Hillingen|61000_Hillingen_(16.67,60.02)
Q106710194|SE0251981000003261|664910-153960|WA46138689|C1D4DF57-632F-446C-9A4C-DD519CB66A03|badplats Silvköparens bad|Silvköparen|61000_Silvköparen_(16.51,59.96)
Q106710195|SE0251981000003267|665894-154163|WA94461100|D9DA6281-48F8-4EB7-BE3F-A25BDA47CDF9|badplats Hällsjöbadet|Hällsjön|53000_Hällsjön_(16.56,60.05)
Q10593508|SE0110128000002185|656562-161394|WA16879012|A33C3403-E9C1-47A0-85EB-569816B72079|Möllebadet|Uttran|61000_Uttran_(17.73,59.18)
Q106708935|SE0110128000002185|656562-161394|WA16879012|A33C3403-E9C1-47A0-85EB-569816B72079|badplats Möllebadet|Uttran|61000_Uttran_(17.73,59.18)
Q10681515|SE0632181000002987|672215-156026|WA56430952|D8C0F964-6458-454A-B113-53696B8BA458|Strandbaden|Storsjön|52000_Storsjön_(16.83,60.58)
Q106709691|SE0632181000002977|671367-154163|WA41727765|D43A11C0-E8B5-479B-97F1-8AD842187D14|badplats Jungfruholmen Hammarby|Ältebosjön|52000_Ältebosjön_(16.55,60.54)
Q106709694|SE0632181000002980|672852-155543|WA55127658|D588CB25-9DBB-4695-AC75-B3064C53001A|badplats Högbobadet|Ålhusdammen|52000_Ålhusdammen_(16.82,60.67)
Q106709695|SE0632181000002982|672459-154117|WA33122820|463763B7-0D3B-4272-88EC-74BDBF5A2ABF|Alsjöns badplats|Alsjön|52000_Alsjön_(16.55,60.64)
Q106709693|SE0632181000002978|673492-154483|WA50888241|650F2EB8-6705-4152-B69D-2C4299C2BA3F|badplats Hålldammen|Hålldammen|52000_Hålldammen_(16.62,60.74)
Q106709699|SE0632181000002985|672215-156026|WA56430952|D8C0F964-6458-454A-B113-53696B8BA458|badplats Sörtuttsbadet|Storsjön|52000_Storsjön_(16.83,60.58)
Q106709697|SE0632181000002984|672215-156026|WA56430952|D8C0F964-6458-454A-B113-53696B8BA458|Hedåsbadet|Storsjön|52000_Storsjön_(16.83,60.58)
Q106709702|SE0632181000002989|668552-155740|WA43529433|8479AFBE-2376-4C8D-A56E-70825D6E4826|badplats Edsviken|Färnebofjärden|53000_Färnebofjärden_(16.76,60.19)
Q106709700|SE0632181000002988|672215-156026|WA56430952|D8C0F964-6458-454A-B113-53696B8BA458|Strandbaden|Storsjön|52000_Storsjön_(16.83,60.58)
Q106712047|SE0632181000004406|672215-156026|WA56430952|D8C0F964-6458-454A-B113-53696B8BA458|badplats Korsika|Storsjön|52000_Storsjön_(16.83,60.58)
Q106708459|SE0110191000001488|658080-162871|WA55862375|2CF6E18A-027F-4BE1-A361-31047FA724CF|Rosersbergsbadet|Mälaren-Skarven|61000_Mälaren-Skarven_(17.71,59.61)
Q106708460|SE0110191000001489|658080-162871|WA55862375|2CF6E18A-027F-4BE1-A361-31047FA724CF|Steningebadet|Mälaren-Skarven|61000_Mälaren-Skarven_(17.71,59.61)
Q106708461|SE0110191000001490|658080-162871|WA55862375|2CF6E18A-027F-4BE1-A361-31047FA724CF|Sjudargårdsbadet|Mälaren-Skarven|61000_Mälaren-Skarven_(17.71,59.61)
Q106712176|SE0110191000004834|658080-162871|WA55862375|2CF6E18A-027F-4BE1-A361-31047FA724CF|Munkholmsbadet|Mälaren-Skarven|61000_Mälaren-Skarven_(17.71,59.61)
Q106707127|SE0441291000000329|616364-139767|WA24720331|833EC8ED-B2C0-43A8-9073-F936E3A58517|Gyllebosjöns badplats|Gyllebosjö|88089_Gyllebosjö_(14.19,55.6)
Q106706942|SE0441265000000041|616415-136415|WA13434476|71B5CFD9-E4E5-4C4A-A808-B39BD5AABE5E|badplats Sövdesjön|Sövdesjön|92000_Sövdesjön_(13.67,55.57)
Q106706941|SE0441265000000040|617666-135851|WA93795099|646C0BEF-0C52-4A1B-8ADA-369D459C8DEA|badplats Östra Vombsjön|Vombsjön|92000_Vombsjön_(13.59,55.68)
Q106707919|SE0A21495000000805|648280-137518|WA30155592|B67CC04C-F3ED-46BA-BF7E-55263324DFDA|badplats Flämslätt|Flämsjön|108000_Flämsjön_(13.67,58.45)
Q106707920|SE0A21495000000806|647843-137307|WA59488922|69561AF8-756B-4EF1-8C12-BB69FDDC0495|badplats Näsbadet|Skärvalången|108000_Skärvalången_(13.63,58.41)
Q106707921|SE0A21495000000807|647484-137007|WA31086758|129FE27B-3E10-40AD-9BC3-86347FC86059|Vingbadet|Vingasjön|108000_Vingasjön_(13.58,58.38)
Q106710463|SE0812482000003378|716426-173668|WA84442010|A1B47A0C-6E04-4739-B6D7-AE551420FAB4|Långnäsbadet, Burträsk|Burträsket|21000_Burträsket_(20.69,64.51)
Q106710461|SE0812482000003360|719092-174281|WA89105460|151AB80C-B574-41AC-A9C3-37CC44ADD796|badplats Falkträsket|Falkträsket|20000_Falkträsket_(20.9,64.73)
Q106710469|SE0812482000003398|717947-174912|WA91513901|380DA036-236F-465B-81DB-1288FC614AAB|badplats Sjöbottsand badplats|Falmarksträsket|21000_Falmarksträsket_(21.03,64.62)
Q106711350|SE0812482000003724|716426-173668|WA84442010|A1B47A0C-6E04-4739-B6D7-AE551420FAB4|badplats Burträsket, Kyrkholmen|Burträsket|21000_Burträsket_(20.69,64.51)
Q106711999|SE0812482000004342|714673-172654|WA60193908|B995715F-D96B-44F4-B70E-74F01FFDFD0B|badplats Storsand, Bygdsiljum|Bygdeträsket|24000_Bygdeträsket_(20.46,64.41)
Q106709195|SE0251904000002593|663216-148449|WA68069464|52F662D2-C076-4856-8225-3D42E39BBDEA|badplats Liens camping|Lien|61000_Lien_(15.52,59.82)
Q106709196|SE0251904000002595|661952-150127|WA69603689|7EC4A724-AD0A-4A93-95EB-7138ABD981BF|badplats Långsvan, Sandviksbadet|Långsvan|61000_Långsvan_(15.81,59.71)
Q106709197|SE0251904000002596|663219-149584|WA38291712|9431AEE2-831C-439E-9F7D-67C0B85D2EE8|badplats Skärsjön|Skärsjön|61000_Skärsjön_(15.74,59.81)
Q106708619|SE0A21496000001681|647133-138139|WA20518321|82847F24-98DA-494E-B2D4-A475579BB247|Stora Badviken|Simsjön|108000_Simsjön_(13.78,58.36)
Q106708622|SE0A21496000001684|649519-137757|WA25924201|E73F44F2-CF18-4E56-9885-8355ECE2DE5B|Meybobadet|Vristulven|108000_Vristulven_(13.74,58.56)
Q106708623|SE0A21496000001686|647908-138624|WA56542491|DD8ACC27-A96F-42D9-A03C-3EC85773577E|badplats Karstorpssjön, Barnbadet|Karstorpasjön|108000_Karstorpasjön_(13.85,58.42)
Q106708620|SE0A21496000001682|647133-138139|WA20518321|82847F24-98DA-494E-B2D4-A475579BB247|badplats Herrekvarn|Simsjön|108000_Simsjön_(13.78,58.36)
Q106708621|SE0A21496000001683|647133-138139|WA20518321|82847F24-98DA-494E-B2D4-A475579BB247|badplats Villeviken|Simsjön|108000_Simsjön_(13.78,58.36)
Q106708624|SE0A21496000001689|649177-137968|WA68296756|AC084450-1491-49D1-9123-10D521BF908A|Melldala badplats|Lången|108000_Lången_(13.73,58.51)
Q106708625|SE0A21496000001690|647075-138530|WA25593563|78B79CA1-4329-4215-A1D2-7F04489CB9CA|badplats Sjötorpssjön|Sjötorpasjön|108000_Sjötorpasjön_(13.84,58.35)
Q106709270|SE0622061000002661|665545-149734|WA96216847|7E4CBF52-85F7-45F9-B7A6-53CD8C348473|Barkens badplats, Vads badplats|Södra Barken|61000_Södra Barken_(15.66,60.01)
