,wikidata,bathwateridentifier,status,eionet,euType,euMotive,NotEuMotive,link,WD
1701,Q56641316,SE0110139000001714,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110139000001714,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110139000001714'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q56641316'>link WD</a>
1703,Q106708574,SE0910686000001612,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0910686000001612,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0910686000001612'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708574'>link WD</a>
1708,Q106708579,SE0930883000001618,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930883000001618,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930883000001618'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708579'>link WD</a>
1710,Q106708577,SE0930883000001616,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930883000001616,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930883000001616'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708577'>link WD</a>
1712,Q106708581,SE0930883000001620,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930883000001620,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930883000001620'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708581'>link WD</a>
1713,Q106708582,SE0930883000001621,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930883000001621,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930883000001621'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708582'>link WD</a>
1729,Q106708598,SE0930883000001646,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930883000001646,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930883000001646'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708598'>link WD</a>
1734,Q106708612,SE0920765000001654,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0920765000001654,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0920765000001654'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708612'>link WD</a>
1739,Q106708619,SE0A21496000001681,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21496000001681,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21496000001681'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708619'>link WD</a>
1740,Q106708620,SE0A21496000001682,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21496000001682,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21496000001682'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708620'>link WD</a>
1742,Q106708621,SE0A21496000001683,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21496000001683,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21496000001683'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708621'>link WD</a>
1744,Q106708626,SE0A21489000001692,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21489000001692,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21489000001692'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708626'>link WD</a>
1745,Q106708622,SE0A21496000001684,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21496000001684,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21496000001684'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708622'>link WD</a>
1747,Q106708624,SE0A21496000001689,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21496000001689,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21496000001689'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708624'>link WD</a>
1748,Q106708625,SE0A21496000001690,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21496000001690,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21496000001690'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708625'>link WD</a>
1749,Q106708628,SE0A21489000001699,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21489000001699,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21489000001699'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708628'>link WD</a>
1750,Q106708634,SE0A21489000001707,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21489000001707,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21489000001707'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708634'>link WD</a>
1751,Q106708632,SE0A21489000001700,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21489000001700,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21489000001700'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708632'>link WD</a>
1753,Q106708633,SE0A21489000001706,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21489000001706,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21489000001706'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708633'>link WD</a>
1755,Q106708639,SE0110139000001716,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110139000001716,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110139000001716'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708639'>link WD</a>
1774,Q106708656,SE0230581000001746,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230581000001746,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230581000001746'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708656'>link WD</a>
1776,Q106708657,SE0230581000001747,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230581000001747,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230581000001747'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708657'>link WD</a>
1778,Q106708661,SE0230581000001753,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230581000001753,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230581000001753'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708661'>link WD</a>
1779,Q106708662,SE0230581000001754,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230581000001754,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230581000001754'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708662'>link WD</a>
1781,Q106708678,SE0230580000001758,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230580000001758,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230580000001758'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708678'>link WD</a>
1783,Q106708677,SE0230580000001757,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230580000001757,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0230580000001757'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708677'>link WD</a>
1794,Q106708692,SE0A21490000001796,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21490000001796,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21490000001796'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708692'>link WD</a>
1796,Q106708698,SE0A21490000001803,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21490000001803,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21490000001803'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708698'>link WD</a>
1798,Q106708696,SE0A21490000001801,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21490000001801,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21490000001801'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708696'>link WD</a>
1801,Q106663486,SE0110180000001870,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110180000001870,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110180000001870'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106663486'>link WD</a>
1802,Q26197228,SE0940980000000262,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0940980000000262,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0940980000000262'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q26197228'>link WD</a>
1803,Q106664426,SE0110180000001836,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110180000001836,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110180000001836'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106664426'>link WD</a>
1804,Q106664498,SE0110180000001872,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110180000001872,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110180000001872'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106664498'>link WD</a>
1808,Q106665740,SE0110126000004055,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110126000004055,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110126000004055'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106665740'>link WD</a>
1809,Q106665913,SE0110136000002140,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110136000002140,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110136000002140'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106665913'>link WD</a>
1810,Q106665969,SE0110138000002112,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110138000002112,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110138000002112'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106665969'>link WD</a>
1818,Q106669938,SE0940980000000266,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0940980000000266,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0940980000000266'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106669938'>link WD</a>
1819,Q106669964,SE0940980000000245,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0940980000000245,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0940980000000245'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106669964'>link WD</a>
1823,Q106670562,SE0110192000002132,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110192000002132,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110192000002132'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106670562'>link WD</a>
1824,Q106670616,SE0110127000001391,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110127000001391,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110127000001391'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106670616'>link WD</a>
1825,Q106671627,SE0110138000002111,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110138000002111,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110138000002111'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106671627'>link WD</a>
1831,Q106671882,SE0110138000002116,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110138000002116,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110138000002116'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106671882'>link WD</a>
1832,Q106671963,SE0A21473000001979,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21473000001979,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21473000001979'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106671963'>link WD</a>
1835,Q106657132,SE0712281000003474,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0712281000003474,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0712281000003474'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106657132'>link WD</a>
1851,Q106673243,SE0110136000002145,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110136000002145,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110136000002145'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106673243'>link WD</a>
1860,Q106673746,SE0441284000002330,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441284000002330,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441284000002330'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106673746'>link WD</a>
1861,Q106673770,SE0441284000000495,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441284000000495,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441284000000495'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106673770'>link WD</a>
1862,Q106674010,SE0822581000002763,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0822581000002763,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0822581000002763'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106674010'>link WD</a>
1864,Q106676180,SE0940980000000242,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0940980000000242,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0940980000000242'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106676180'>link WD</a>
1865,Q106676198,SE0940980000000255,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0940980000000255,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0940980000000255'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106676198'>link WD</a>
1866,Q106676269,SE0930885000004480,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930885000004480,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930885000004480'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106676269'>link WD</a>
1867,Q106676276,SE0930885000000468,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930885000000468,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930885000000468'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106676276'>link WD</a>
1868,Q106676292,SE0930885000000483,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930885000000483,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930885000000483'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106676292'>link WD</a>
1869,Q106676300,SE0930885000000476,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930885000000476,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930885000000476'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106676300'>link WD</a>
1870,Q106676303,SE0930840000000007,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930840000000007,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930840000000007'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106676303'>link WD</a>
1871,Q106676547,SE0A11384000000465,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11384000000465,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11384000000465'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106676547'>link WD</a>
1872,Q106676563,SE0A11384000000464,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11384000000464,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11384000000464'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106676563'>link WD</a>
1874,Q106676607,SE0A11380000001292,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11380000001292,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11380000001292'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106676607'>link WD</a>
1875,Q106676711,SE0A11380000003942,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11380000003942,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11380000003942'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106676711'>link WD</a>
1876,Q106676995,SE0110188000002178,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110188000002178,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110188000002178'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106676995'>link WD</a>
1879,Q45088522,SE0110192000002129,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110192000002129,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110192000002129'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q45088522'>link WD</a>
1880,Q18287332,SE0110127000001394,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110127000001394,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110127000001394'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q18287332'>link WD</a>
1881,Q32229841,SE0930885000000482,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930885000000482,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930885000000482'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q32229841'>link WD</a>
1882,Q32230494,SE0930885000000469,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930885000000469,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930885000000469'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q32230494'>link WD</a>
1883,Q32298840,SE0812480000002803,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0812480000002803,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0812480000002803'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q32298840'>link WD</a>
1884,Q10429053,SE0812480000002805,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0812480000002805,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0812480000002805'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q10429053'>link WD</a>
1885,Q10532501,SE0110180000001869,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110180000001869,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110180000001869'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q10532501'>link WD</a>
1886,Q10543247,SE0110180000001837,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110180000001837,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110180000001837'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q10543247'>link WD</a>
1887,Q10572606,SE0110180000001832,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110180000001832,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110180000001832'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q10572606'>link WD</a>
1888,Q10572601,SE0110180000001831,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110180000001831,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110180000001831'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q10572601'>link WD</a>
1889,Q10593146,SE0110180000001843,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110180000001843,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110180000001843'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q10593146'>link WD</a>
1890,Q10593508,SE0110128000002185,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110128000002185,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110128000002185'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q10593508'>link WD</a>
1891,Q10671969,SE0110180000001846,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110180000001846,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110180000001846'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q10671969'>link WD</a>
1893,Q10688194,SE0110180000001848,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110180000001848,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0110180000001848'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q10688194'>link WD</a>
1894,Q10649652,SE0441284000002331,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441284000002331,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441284000002331'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q10649652'>link WD</a>
